,MATCHUP,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WL
2299,SAS @ HOU,110,43,93,0.462,11,34.0,0.324,13,21,0.619,13.0,22.0,35.0,23,5.0,4,15,20,-32.0,L
2300,OKC @ TOR,123,48,95,0.505,12,32.0,0.375,15,19,0.789,13.0,33.0,46.0,27,17.0,5,15,20,20.0,W
2301,OKC vs. UTA,119,43,88,0.489,10,34.0,0.294,23,29,0.793,10.0,35.0,45.0,29,10.0,7,10,16,12.0,W
2302,OKC @ MEM,118,45,87,0.517,12,35.0,0.343,16,21,0.762,8.0,37.0,45.0,25,7.0,8,11,19,6.0,W
2303,OKC vs. DAL,126,45,86,0.523,16,39.0,0.41,20,23,0.87,8.0,26.0,34.0,28,10.0,7,13,24,7.0,W
2304,OKC vs. IND,111,43,99,0.434,14,37.0,0.378,11,15,0.733,13.0,37.0,50.0,24,5.0,4,12,16,-10.0,L
2305,OKC vs. MEM,124,49,93,0.527,21,47.0,0.447,5,5,1.0,8.0,38.0,46.0,36,8.0,6,10,18,31.0,W
2306,OKC vs. MIA,107,42,89,0.472,12,38.0,0.316,11,13,0.846,9.0,36.0,45.0,28,5.0,8,9,16,7.0,W
2307,OKC @ POR,128,43,74,0.581,9,22.0,0.409,33,39,0.846,7.0,32.0,39.0,23,10.0,5,18,18,8.0,W
2308,OKC @ LAL,104,37,94,0.394,15,39.0,0.385,15,16,0.938,13.0,25.0,38.0,22,12.0,7,10,20,-12.0,L
2309,OKC @ PHX,118,49,102,0.48,9,31.0,0.29,11,15,0.733,10.0,31.0,41.0,21,16.0,8,5,15,8.0,W
2310,OKC @ SAS,118,44,89,0.494,9,31.0,0.29,21,22,0.955,7.0,30.0,37.0,20,6.0,2,10,15,-14.0,L
2311,OKC vs. HOU,112,44,93,0.473,10,27.0,0.37,14,18,0.778,12.0,43.0,55.0,19,7.0,8,13,14,17.0,W
2312,OKC @ HOU,123,46,97,0.474,17,35.0,0.486,14,15,0.933,10.0,38.0,48.0,30,12.0,8,9,22,13.0,W
2313,OKC vs. WAS,147,55,92,0.598,20,40.0,0.5,17,21,0.81,8.0,48.0,56.0,30,5.0,9,15,22,41.0,W
2314,OKC vs. LAC,129,50,90,0.556,17,35.0,0.486,12,17,0.706,8.0,36.0,44.0,24,9.0,11,12,16,22.0,W
2315,OKC @ ORL,127,46,84,0.548,13,32.0,0.406,22,24,0.917,4.0,27.0,31.0,28,9.0,8,11,20,14.0,W
2316,OKC vs. SAC,127,46,85,0.541,13,27.0,0.481,22,27,0.815,5.0,31.0,36.0,30,8.0,9,9,17,14.0,W
2317,OKC @ DAL,111,38,98,0.388,17,47.0,0.362,18,21,0.857,12.0,28.0,40.0,23,5.0,4,10,23,-35.0,L
2318,OKC @ UTA,117,43,90,0.478,19,37.0,0.514,12,18,0.667,9.0,23.0,32.0,26,9.0,9,11,16,-7.0,L
2319,OKC vs. TOR,135,52,110,0.473,23,63.0,0.365,8,8,1.0,14.0,31.0,45.0,40,6.0,8,10,15,8.0,W
2320,OKC vs. CHA,126,44,75,0.587,17,36.0,0.472,21,27,0.778,3.0,41.0,44.0,31,10.0,10,16,17,20.0,W
2321,OKC vs. DEN,105,37,87,0.425,11,26.0,0.423,20,25,0.8,15.0,38.0,53.0,24,2.0,9,11,14,5.0,W
2322,OKC vs. MIN,101,35,79,0.443,14,35.0,0.4,17,22,0.773,8.0,30.0,38.0,21,5.0,7,12,17,-6.0,L
2323,OKC @ DET,104,44,92,0.478,8,28.0,0.286,8,12,0.667,11.0,32.0,43.0,17,7.0,5,10,18,-16.0,L
2324,OKC @ NOP,107,42,88,0.477,10,33.0,0.303,13,14,0.929,6.0,39.0,45.0,22,11.0,5,11,11,24.0,W
2325,OKC @ SAS,140,54,96,0.563,18,40.0,0.45,14,16,0.875,16.0,31.0,47.0,36,11.0,8,15,20,26.0,W
2326,OKC vs. POR,111,43,89,0.483,7,23.0,0.304,18,28,0.643,10.0,33.0,43.0,23,9.0,10,12,18,2.0,W
2327,OKC @ MIN,102,32,81,0.395,8,24.0,0.333,30,35,0.857,9.0,28.0,37.0,21,12.0,4,8,20,5.0,W
2328,OKC @ UTA,134,48,86,0.558,14,32.0,0.438,24,28,0.857,7.0,31.0,38.0,36,8.0,10,15,29,5.0,W
2329,OKC @ LAC,117,42,83,0.506,16,34.0,0.471,17,20,0.85,9.0,26.0,35.0,30,5.0,5,12,19,-11.0,L
2330,OKC @ LAL,105,40,96,0.417,15,49.0,0.306,10,11,0.909,13.0,27.0,40.0,23,11.0,6,11,18,-7.0,L
2331,OKC vs. ORL,112,43,94,0.457,8,36.0,0.222,18,21,0.857,12.0,34.0,46.0,23,9.0,4,8,19,12.0,W
2332,OKC vs. POR,139,53,93,0.57,14,35.0,0.4,19,22,0.864,8.0,51.0,59.0,41,6.0,8,12,10,62.0,W
2333,OKC @ MIA,128,51,86,0.593,14,33.0,0.424,12,16,0.75,4.0,38.0,42.0,36,4.0,4,12,19,8.0,W
2334,OKC @ WAS,136,52,88,0.591,14,28.0,0.5,18,24,0.75,10.0,30.0,40.0,37,11.0,7,14,21,8.0,W
2335,OKC @ BKN,115,45,84,0.536,9,31.0,0.29,16,24,0.667,7.0,29.0,36.0,29,8.0,5,13,26,-9.0,L
2336,OKC @ ATL,138,50,91,0.549,18,36.0,0.5,20,26,0.769,9.0,28.0,37.0,30,10.0,1,13,23,-3.0,L
2337,OKC vs. BOS,127,48,91,0.527,18,40.0,0.45,13,17,0.765,10.0,28.0,38.0,34,7.0,10,10,22,4.0,W
2338,OKC vs. BKN,124,45,83,0.542,18,33.0,0.545,16,20,0.8,5.0,41.0,46.0,31,1.0,6,13,24,16.0,W
2339,OKC @ DEN,119,46,91,0.505,12,35.0,0.343,15,16,0.938,10.0,41.0,51.0,29,10.0,8,11,20,26.0,W
2340,OKC vs. NYK,129,49,90,0.544,14,32.0,0.438,17,22,0.773,3.0,24.0,27.0,20,6.0,10,4,21,9.0,W
2341,OKC vs. MIN,129,49,81,0.605,18,39.0,0.462,13,16,0.813,3.0,26.0,29.0,35,9.0,7,11,24,23.0,W
2342,OKC vs. LAL,120,46,95,0.484,13,41.0,0.317,15,19,0.789,11.0,31.0,42.0,24,6.0,7,9,17,-9.0,L
2343,OKC vs. LAC,134,51,87,0.586,16,34.0,0.471,16,18,0.889,6.0,32.0,38.0,35,9.0,5,11,11,19.0,W
2344,OKC vs. MEM,116,42,92,0.457,11,36.0,0.306,21,23,0.913,10.0,43.0,53.0,31,11.0,10,12,18,19.0,W
2345,OKC @ DEN,118,43,84,0.512,7,21.0,0.333,25,30,0.833,9.0,31.0,40.0,22,4.0,9,10,19,1.0,W
2346,OKC @ SAC,123,44,102,0.431,11,36.0,0.306,24,27,0.889,16.0,28.0,44.0,26,8.0,7,13,25,-5.0,L
2347,OKC vs. UTA,134,50,96,0.521,18,38.0,0.474,16,17,0.941,7.0,32.0,39.0,35,9.0,7,12,17,14.0,W
2348,OKC vs. GSW,138,51,98,0.52,5,29.0,0.172,31,36,0.861,11.0,28.0,39.0,15,17.0,7,9,22,2.0,W
2349,OKC @ HOU,101,37,87,0.425,8,29.0,0.276,19,24,0.792,4.0,26.0,30.0,22,14.0,10,8,21,-9.0,L
2350,OKC @ DAL,126,44,100,0.44,20,44.0,0.455,18,22,0.818,16.0,34.0,50.0,24,8.0,5,12,24,6.0,W
2351,OKC vs. LAL,133,50,94,0.532,14,42.0,0.333,19,22,0.864,8.0,40.0,48.0,29,9.0,6,7,24,23.0,W
2352,OKC @ MIN,103,37,90,0.411,11,30.0,0.367,18,23,0.783,9.0,27.0,36.0,22,8.0,4,8,23,-3.0,L
2353,OKC vs. PHI,123,43,98,0.439,16,43.0,0.372,21,26,0.808,13.0,25.0,38.0,29,3.0,3,4,27,-4.0,L
2354,OKC vs. CHI,116,37,75,0.493,11,29.0,0.379,31,38,0.816,11.0,34.0,45.0,24,4.0,12,12,17,14.0,W
2355,OKC @ POR,134,49,81,0.605,22,36.0,0.611,14,14,1.0,10.0,33.0,43.0,28,8.0,3,17,18,43.0,W
2356,OKC @ GSW,130,52,100,0.52,8,23.0,0.348,18,20,0.9,9.0,38.0,47.0,26,8.0,7,10,16,7.0,W
2357,OKC @ GSW,128,44,87,0.506,19,32.0,0.594,21,23,0.913,7.0,35.0,42.0,31,10.0,3,12,20,19.0,W
2358,OKC vs. SAS,123,46,89,0.517,15,39.0,0.385,16,20,0.8,4.0,36.0,40.0,34,19.0,6,15,17,36.0,W
2359,OKC @ PHX,111,40,82,0.488,10,27.0,0.37,21,25,0.84,6.0,27.0,33.0,23,9.0,8,7,21,12.0,W
2360,OKC @ SAC,98,39,87,0.448,7,30.0,0.233,13,16,0.813,5.0,33.0,38.0,22,9.0,5,16,15,-7.0,L
2361,OKC vs. CLE,128,44,86,0.512,12,28.0,0.429,28,30,0.933,12.0,29.0,41.0,23,10.0,8,14,27,8.0,W
2362,OKC vs. ATL,126,45,94,0.479,14,35.0,0.4,22,23,0.957,11.0,38.0,49.0,27,7.0,7,13,22,9.0,W
2363,OKC vs. GSW,139,50,83,0.602,15,29.0,0.517,24,30,0.8,7.0,25.0,32.0,26,3.0,1,19,20,-2.0,L
2364,OKC vs. NOP,106,38,88,0.432,7,34.0,0.206,23,25,0.92,6.0,43.0,49.0,23,6.0,5,14,24,-6.0,L
2365,OKC vs. DET,124,44,83,0.53,13,29.0,0.448,23,28,0.821,6.0,38.0,44.0,21,9.0,10,15,19,12.0,W
2366,OKC vs. DEN,95,37,90,0.411,6,32.0,0.188,15,18,0.833,7.0,22.0,29.0,22,8.0,4,9,14,-33.0,L
2367,OKC @ CLE,108,40,87,0.46,13,26.0,0.5,15,19,0.789,6.0,41.0,47.0,22,8.0,10,18,17,3.0,W
2368,OKC @ CHI,124,45,82,0.549,19,39.0,0.487,15,18,0.833,5.0,38.0,43.0,30,6.0,4,15,19,20.0,W
2369,OKC vs. DET,116,43,90,0.478,9,32.0,0.281,21,32,0.656,6.0,39.0,45.0,28,10.0,5,14,29,-2.0,L
2370,OKC vs. MIL,124,48,85,0.565,18,39.0,0.462,10,17,0.588,3.0,43.0,46.0,34,10.0,3,19,15,23.0,W
2371,OKC @ CHA,115,42,91,0.462,13,41.0,0.317,18,24,0.75,13.0,33.0,46.0,30,4.0,2,15,18,-2.0,L
2372,OKC vs. DET,125,38,91,0.418,17,43.0,0.395,32,39,0.821,14.0,25.0,39.0,25,11.0,5,11,20,-3.0,L
2373,OKC vs. SAS,122,41,98,0.418,13,38.0,0.342,27,34,0.794,16.0,36.0,52.0,26,6.0,7,13,17,1.0,W
2374,OKC @ SAS,94,33,72,0.458,11,35.0,0.314,17,22,0.773,6.0,27.0,33.0,12,12.0,5,17,21,-10.0,L
2375,OKC @ WAS,89,33,80,0.413,14,36.0,0.389,9,12,0.75,11.0,25.0,36.0,21,7.0,3,9,21,-11.0,L
2376,OKC @ IND,98,40,76,0.526,6,24.0,0.25,12,18,0.667,6.0,36.0,42.0,23,8.0,6,12,14,11.0,W
2377,OKC vs. HOU,92,35,85,0.412,5,33.0,0.152,17,24,0.708,17.0,25.0,42.0,19,5.0,2,17,23,-14.2,L
2378,OKC vs. DAL,91,32,69,0.464,19,43.0,0.442,8,13,0.615,9.0,25.0,34.0,23,10.0,4,16,19,11.0,W
2379,OKC @ PHI,100,38,74,0.514,11,31.0,0.355,13,17,0.765,9.0,27.0,36.0,24,15.0,2,22,22,16.0,W
2380,OKC vs. MEM,86,29,61,0.475,10,34.0,0.294,18,23,0.783,3.0,31.0,34.0,18,5.0,10,18,15,-3.4,L
2381,OKC @ UTA,95,34,78,0.436,13,31.0,0.419,14,20,0.7,9.0,40.0,49.0,16,7.0,7,19,15,16.8,W
2382,OKC @ MIN,95,32,89,0.36,13,40.0,0.325,18,20,0.9,12.0,30.0,42.0,19,9.0,6,17,20,-25.0,L
2383,OKC @ NOP,123,42,92,0.457,11,37.0,0.297,28,32,0.875,13.0,25.0,38.0,25,7.0,5,7,19,5.4,W
2384,OKC vs. MEM,115,45,90,0.5,12,36.0,0.333,13,16,0.813,8.0,41.0,49.0,30,5.0,2,14,17,15.0,W
2385,OKC @ UTA,114,39,97,0.402,15,45.0,0.333,21,26,0.808,17.0,33.0,50.0,29,12.0,2,12,17,16.0,W
2386,OKC @ GSW,125,44,93,0.473,11,32.0,0.344,26,35,0.743,13.0,25.0,38.0,23,4.0,1,10,22,-11.0,L
2387,OKC vs. PHX,118,36,88,0.409,11,32.0,0.344,35,41,0.854,13.0,28.0,41.0,21,7.0,0,8,23,-10.0,L
2388,OKC @ IND,117,42,88,0.477,4,30.0,0.133,29,34,0.853,11.0,34.0,45.0,21,10.0,3,10,24,-4.0,L
2389,OKC vs. DET,107,39,87,0.448,10,29.0,0.345,19,25,0.76,10.0,28.0,38.0,19,7.0,3,9,18,1.0,W
2390,OKC vs. CHA,134,50,96,0.521,11,30.0,0.367,23,29,0.793,7.0,32.0,39.0,25,11.0,3,11,21,-3.0,L
2391,OKC @ POR,118,41,94,0.436,12,35.0,0.343,24,28,0.857,13.0,29.0,42.0,23,13.0,2,11,19,6.0,W
2392,OKC @ LAL,111,40,92,0.435,14,36.0,0.389,17,19,0.895,12.0,33.0,45.0,21,6.0,5,10,19,-5.0,L
2393,OKC @ LAC,105,41,93,0.441,13,39.0,0.333,10,11,0.909,13.0,27.0,40.0,24,6.0,3,14,20,-22.0,L
2394,OKC @ LAC,101,39,93,0.419,10,37.0,0.27,13,14,0.929,12.0,35.0,47.0,19,2.0,4,11,21,1.0,W
2395,OKC vs. PHX,124,42,84,0.5,11,28.0,0.393,29,36,0.806,6.0,38.0,44.0,20,8.0,3,15,20,4.0,W
2396,OKC @ TOR,111,40,94,0.426,13,31.0,0.419,18,20,0.9,11.0,28.0,39.0,18,5.0,4,13,17,-17.0,L
2397,OKC vs. BKN,121,45,99,0.455,11,33.0,0.333,20,23,0.87,14.0,37.0,51.0,22,9.0,0,9,25,14.0,W
2398,OKC @ SAS,102,36,95,0.379,10,39.0,0.256,20,23,0.87,12.0,43.0,55.0,26,8.0,3,9,19,12.0,W
2399,OKC @ NOP,110,37,80,0.463,9,28.0,0.321,27,32,0.844,4.0,34.0,38.0,17,11.0,2,11,17,14.0,W
2400,TOR vs. OKC,103,40,76,0.526,11,30.0,0.367,12,17,0.706,5.0,31.0,36.0,34,12.0,3,27,18,-20.0,L
2401,TOR vs. SAC,89,33,80,0.413,10,31.0,0.323,13,18,0.722,11.0,20.0,31.0,21,11.0,3,21,15,-34.0,L
2402,TOR @ ORL,96,37,84,0.44,8,31.0,0.258,14,15,0.933,11.0,26.0,37.0,23,7.0,3,18,18,-15.0,L
2403,TOR vs. ORL,103,38,81,0.469,14,34.0,0.412,13,20,0.65,9.0,31.0,40.0,24,11.0,4,15,24,-10.0,L
2404,TOR @ DET,104,41,93,0.441,9,36.0,0.25,13,19,0.684,3.0,34.0,37.0,32,13.0,8,11,20,-9.0,L
2405,TOR @ DEN,119,47,93,0.505,11,30.0,0.367,14,17,0.824,11.0,31.0,42.0,30,6.0,4,11,16,-6.0,L
2406,TOR @ POR,118,43,91,0.473,16,43.0,0.372,16,19,0.842,9.0,34.0,43.0,29,9.0,6,20,18,-10.0,L
2407,TOR @ PHX,113,43,94,0.457,16,44.0,0.364,11,15,0.733,9.0,27.0,36.0,30,5.0,2,9,20,-7.0,L
2408,TOR vs. NOP,98,36,93,0.387,13,44.0,0.295,13,22,0.591,11.0,34.0,45.0,21,6.0,7,11,11,-41.0,L
2409,TOR vs. CHA,111,42,91,0.462,13,38.0,0.342,14,18,0.778,11.0,34.0,45.0,27,8.0,6,14,16,5.0,W
2410,TOR vs. GSW,105,41,96,0.427,12,45.0,0.267,11,17,0.647,11.0,36.0,47.0,31,9.0,2,14,14,-15.0,L
2411,TOR vs. DAL,125,46,98,0.469,13,35.0,0.371,20,30,0.667,12.0,32.0,44.0,34,11.0,3,11,21,-11.0,L
2412,TOR @ IND,130,53,96,0.552,12,28.0,0.429,12,17,0.706,12.0,33.0,45.0,35,4.0,7,11,17,8.0,W
2413,TOR @ ATL,123,50,102,0.49,15,39.0,0.385,8,8,1.0,11.0,36.0,47.0,37,3.0,7,11,20,2.0,W
2414,TOR vs. BKN,121,41,84,0.488,14,31.0,0.452,25,30,0.833,7.0,38.0,45.0,24,10.0,6,10,18,28.0,W
2415,TOR vs. IND,125,50,98,0.51,6,26.0,0.231,19,26,0.731,15.0,41.0,56.0,30,6.0,7,15,20,-2.0,L
2416,TOR vs. SAS,99,39,98,0.398,8,31.0,0.258,13,16,0.813,16.0,31.0,47.0,25,11.0,4,19,20,-23.0,L
2417,TOR vs. CLE,95,35,87,0.402,9,31.0,0.29,16,23,0.696,12.0,28.0,40.0,22,7.0,3,11,14,-24.0,L
2418,TOR vs. HOU,107,40,95,0.421,10,33.0,0.303,17,19,0.895,16.0,25.0,41.0,24,14.0,8,11,17,3.0,W
2419,TOR @ CHA,123,43,81,0.531,17,33.0,0.515,20,24,0.833,7.0,34.0,41.0,30,5.0,3,9,17,6.0,W
2420,TOR @ NOP,100,40,84,0.476,10,31.0,0.323,10,15,0.667,10.0,28.0,38.0,27,4.0,6,18,12,-38.0,L
2421,TOR @ OKC,127,48,101,0.475,14,35.0,0.4,17,21,0.81,11.0,37.0,48.0,38,6.0,5,11,16,-8.0,L
2422,TOR @ HOU,106,40,91,0.44,11,33.0,0.333,15,20,0.75,8.0,29.0,37.0,17,11.0,5,14,18,-29.0,L
2423,TOR @ CHI,118,43,83,0.518,14,29.0,0.483,18,20,0.9,9.0,29.0,38.0,34,10.0,4,19,20,11.0,W
2424,TOR @ ATL,125,41,89,0.461,15,31.0,0.484,28,32,0.875,15.0,31.0,46.0,29,12.0,3,14,30,-1.0,L
2425,TOR vs. LAC,107,44,96,0.458,6,32.0,0.188,13,22,0.591,15.0,30.0,45.0,26,6.0,3,11,18,-20.0,L
2426,TOR vs. MEM,100,35,79,0.443,8,23.0,0.348,22,23,0.957,12.0,35.0,47.0,31,7.0,8,17,14,-8.0,L
2427,TOR @ NYK,100,38,92,0.413,11,34.0,0.324,13,23,0.565,11.0,20.0,31.0,29,10.0,5,10,18,-26.0,L
2428,TOR vs. CHI,110,42,83,0.506,10,38.0,0.263,16,20,0.8,7.0,31.0,38.0,31,7.0,5,14,18,-6.0,L
2429,TOR vs. MIA,121,45,88,0.511,20,38.0,0.526,11,18,0.611,13.0,32.0,45.0,34,9.0,4,10,14,24.0,W
2430,TOR vs. BOS,96,38,95,0.4,4,32.0,0.125,16,21,0.762,9.0,43.0,52.0,25,6.0,2,7,21,-9.0,L
2431,TOR @ UTA,113,35,81,0.432,17,34.0,0.5,26,37,0.703,8.0,23.0,31.0,25,5.0,8,13,21,-32.0,L
2432,TOR @ LAC,120,46,84,0.548,12,30.0,0.4,16,18,0.889,7.0,30.0,37.0,31,4.0,2,14,17,-6.0,L
2433,TOR @ LAL,131,53,94,0.564,17,35.0,0.486,8,13,0.615,5.0,32.0,37.0,34,8.0,4,12,26,-1.0,L
2434,TOR @ GSW,133,55,94,0.585,15,33.0,0.455,8,14,0.571,9.0,36.0,45.0,38,7.0,6,7,14,15.0,W
2435,TOR @ SAC,130,47,87,0.54,13,37.0,0.351,23,27,0.852,8.0,29.0,37.0,31,5.0,10,14,20,-5.0,L
2436,TOR @ MEM,116,41,85,0.482,12,26.0,0.462,22,27,0.815,7.0,39.0,46.0,25,5.0,6,12,20,5.0,W
2437,TOR vs. CLE,124,42,87,0.483,11,30.0,0.367,29,40,0.725,10.0,37.0,47.0,25,5.0,4,11,22,3.0,W
2438,TOR @ DET,127,46,91,0.505,12,24.0,0.5,23,28,0.821,6.0,27.0,33.0,26,9.0,5,7,27,-2.0,L
2439,TOR @ BOS,118,44,95,0.463,17,44.0,0.386,13,20,0.65,9.0,29.0,38.0,29,10.0,6,4,15,-2.0,L
2440,TOR @ WAS,132,52,91,0.571,15,38.0,0.395,13,19,0.684,14.0,39.0,53.0,43,12.0,5,17,18,30.0,W
2441,TOR vs. UTA,119,45,94,0.479,13,32.0,0.406,16,19,0.842,12.0,27.0,39.0,35,7.0,5,11,17,-7.0,L
2442,TOR @ PHI,111,39,87,0.448,9,33.0,0.273,24,28,0.857,11.0,35.0,46.0,30,9.0,6,12,16,-10.0,L
2443,TOR vs. DEN,104,43,90,0.478,9,27.0,0.333,9,13,0.692,10.0,31.0,41.0,26,3.0,5,11,12,-9.0,L
2444,TOR vs. CHA,114,44,86,0.512,8,29.0,0.276,18,22,0.818,15.0,36.0,51.0,30,4.0,4,17,16,15.0,W
2445,TOR vs. ATL,104,40,77,0.519,10,31.0,0.323,14,25,0.56,3.0,29.0,32.0,30,8.0,6,14,19,-21.0,L
2446,TOR vs. ATL,135,50,87,0.575,18,34.0,0.529,17,24,0.708,9.0,38.0,47.0,39,3.0,9,14,18,7.0,W
2447,TOR @ NYK,130,47,96,0.49,14,39.0,0.359,22,30,0.733,17.0,21.0,38.0,32,12.0,0,10,21,-6.0,L
2448,TOR @ CHA,116,47,93,0.505,6,32.0,0.188,16,21,0.762,14.0,28.0,42.0,32,7.0,2,14,21,-3.0,L
2449,TOR vs. MIA,103,37,86,0.43,14,37.0,0.378,15,17,0.882,8.0,38.0,46.0,29,3.0,8,14,18,-9.0,L
2450,TOR vs. NYK,106,44,100,0.44,6,32.0,0.188,12,17,0.706,19.0,29.0,48.0,32,7.0,6,12,19,-13.0,L
2451,TOR vs. PHX,112,42,93,0.452,10,27.0,0.37,18,21,0.857,15.0,34.0,49.0,25,7.0,5,9,22,7.0,W
2452,TOR @ BKN,103,39,101,0.386,13,36.0,0.361,12,19,0.632,15.0,31.0,46.0,27,11.0,3,7,21,-12.0,L
2453,TOR @ CLE,102,37,89,0.416,8,32.0,0.25,20,29,0.69,17.0,33.0,50.0,17,9.0,3,12,11,-3.0,L
2454,TOR vs. CHI,121,44,83,0.53,13,39.0,0.333,20,27,0.741,13.0,27.0,40.0,32,8.0,6,14,14,13.0,W
2455,TOR @ IND,132,48,90,0.533,11,27.0,0.407,25,30,0.833,13.0,33.0,46.0,26,7.0,3,17,15,1.0,W
2456,TOR @ ORL,107,38,75,0.507,14,28.0,0.5,17,22,0.773,5.0,33.0,38.0,29,6.0,6,23,20,-19.0,L
2457,TOR vs. DET,142,55,102,0.539,14,36.0,0.389,18,29,0.621,12.0,35.0,47.0,44,10.0,5,7,23,29.0,W
2458,TOR vs. BOS,105,42,87,0.483,12,33.0,0.364,9,14,0.643,5.0,36.0,41.0,29,4.0,1,13,11,-3.0,L
2459,TOR vs. MIL,112,38,96,0.396,9,33.0,0.273,27,31,0.871,26.0,29.0,55.0,28,10.0,8,14,19,-16.0,L
2460,TOR vs. WAS,111,45,90,0.5,4,20.0,0.2,17,25,0.68,16.0,32.0,48.0,28,11.0,4,16,13,4.0,W
2461,TOR @ BOS,94,35,91,0.385,10,37.0,0.27,14,16,0.875,7.0,30.0,37.0,25,8.0,1,8,14,-23.0,L
2462,TOR @ DAL,127,49,99,0.495,11,36.0,0.306,18,27,0.667,15.0,35.0,50.0,27,10.0,4,11,25,11.0,W
2463,TOR @ SAS,123,44,97,0.454,19,48.0,0.396,16,26,0.615,13.0,34.0,47.0,29,12.0,6,14,15,7.0,W
2464,TOR @ PHI,99,38,79,0.481,10,28.0,0.357,13,19,0.684,9.0,32.0,41.0,30,4.0,3,19,20,-15.0,L
2465,TOR vs. MIL,130,51,91,0.56,15,38.0,0.395,13,14,0.929,15.0,35.0,50.0,35,7.0,6,16,25,19.0,W
2466,TOR vs. POR,91,38,94,0.404,4,29.0,0.138,11,15,0.733,14.0,33.0,47.0,19,10.0,4,11,17,-8.0,L
2467,TOR vs. PHI,107,38,87,0.437,17,32.0,0.531,14,19,0.737,13.0,28.0,41.0,28,5.0,5,13,19,-7.0,L
2468,TOR @ CHI,103,39,84,0.464,9,36.0,0.25,16,25,0.64,8.0,45.0,53.0,25,5.0,2,21,29,-1.0,L
2469,TOR vs. MIN,97,36,90,0.4,14,35.0,0.4,11,16,0.688,8.0,39.0,47.0,27,9.0,11,14,18,3.0,W
2470,TOR vs. WAS,134,49,95,0.516,16,40.0,0.4,20,27,0.741,14.0,46.0,60.0,36,6.0,10,15,26,36.0,W
2471,TOR @ CHI,106,34,79,0.43,9,31.0,0.29,29,38,0.763,11.0,32.0,43.0,21,11.0,11,19,17,4.0,W
2472,TOR vs. CNS,134,48,94,0.511,14,41.0,0.341,24,30,0.8,19.0,38.0,57.0,34,14.0,6,17,15,41.0,W
2473,TOR vs. SAC,112,39,75,0.52,10,29.0,0.345,24,32,0.75,8.0,40.0,48.0,30,13.0,2,29,29,13.0,W
2474,TOR vs. GSW,108,37,71,0.521,10,25.0,0.4,24,28,0.857,6.0,23.0,29.0,27,11.0,3,19,30,-2.6,W
2475,TOR vs. BKN,94,27,77,0.351,6,31.0,0.194,34,47,0.723,11.0,33.0,44.0,18,7.0,9,18,23,-5.0,L
2476,TOR @ DET,90,30,75,0.4,3,25.0,0.12,27,34,0.794,15.0,32.0,47.0,19,7.0,6,20,26,-2.0,L
2477,TOR @ CLE,76,28,81,0.346,5,31.0,0.161,15,21,0.714,17.0,26.0,43.0,18,5.0,7,12,23,-24.2,L
2478,TOR vs. CHI,74,25,67,0.373,12,35.0,0.343,12,20,0.6,5.0,30.0,35.0,16,11.0,9,17,20,-9.0,L
2479,TOR vs. CHI,105,38,87,0.437,11,31.0,0.355,18,36,0.5,16.0,34.0,50.0,23,5.0,5,14,18,-4.0,L
2480,TOR vs. MIL,121,48,95,0.505,11,33.0,0.333,14,16,0.875,7.0,38.0,45.0,29,8.0,2,9,19,16.0,W
2481,TOR @ BOS,102,40,93,0.43,9,31.0,0.29,13,17,0.765,12.0,23.0,35.0,21,12.0,2,7,17,-19.0,L
2482,TOR @ BOS,93,37,90,0.411,6,33.0,0.182,13,17,0.765,13.0,37.0,50.0,20,10.0,7,11,19,-4.0,L
2483,TOR @ CHA,120,42,88,0.477,15,33.0,0.455,21,28,0.75,10.0,31.0,41.0,27,13.0,7,6,18,20.0,W
2484,TOR @ CHA,128,56,104,0.538,8,28.0,0.286,8,8,1.0,15.0,30.0,45.0,38,8.0,6,7,14,20.0,W
2485,TOR @ PHI,110,42,84,0.5,8,26.0,0.308,18,23,0.783,14.0,20.0,34.0,26,6.0,3,13,19,-7.0,L
2486,TOR vs. MIA,106,45,93,0.484,8,36.0,0.222,8,9,0.889,15.0,32.0,47.0,32,8.0,7,9,13,14.0,W
2487,TOR vs. WAS,114,45,98,0.459,11,31.0,0.355,13,16,0.813,18.0,35.0,53.0,22,13.0,6,11,19,10.0,W
2488,TOR vs. DET,118,41,92,0.446,13,37.0,0.351,23,29,0.793,15.0,31.0,46.0,25,12.0,9,11,24,21.0,W
2489,TOR vs. IND,114,39,89,0.438,7,34.0,0.206,29,39,0.744,13.0,27.0,40.0,21,11.0,7,10,22,-4.0,L
2490,TOR @ MIL,111,44,99,0.444,14,34.0,0.412,9,12,0.75,9.0,32.0,41.0,25,6.0,4,7,15,-7.0,L
2491,TOR vs. MIN,122,48,90,0.533,9,27.0,0.333,17,21,0.81,9.0,36.0,45.0,23,11.0,3,15,25,15.0,W
2492,TOR vs. OKC,128,47,97,0.485,14,32.0,0.438,20,28,0.714,19.0,40.0,59.0,29,10.0,6,10,20,17.0,W
2493,TOR vs. DEN,125,49,93,0.527,12,30.0,0.4,15,17,0.882,14.0,30.0,44.0,25,10.0,2,11,18,15.0,W
2494,TOR @ LAL,112,46,92,0.5,10,28.0,0.357,10,13,0.769,10.0,27.0,37.0,29,14.0,3,13,16,-10.0,L
